Actividad,Ligand.Efficiency.BEI,Ligand.Efficiency.LE,Ligand.Efficiency.LLE,Ligand.Efficiency.SEI,VALENCE,TOT_CHG,ATOM_CHG,NON_STD_ATOM,AROMATICITY,N_WARNINGS,MW,GD,nAT,nSK,nBT,nBO,RBN,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nHet,nX,H.,C.,N.,O.,X.,totalcharge,nCIC,nCIR,TRS,Rbrid,NRS,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,Hy,AMR,TPSA.NO.,TPSA.Tot.,MLOGP,ALOGP,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,BLTF96,BLTD48,BLTA96,Ro5,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC.80,CMC.50,Inflammat.80,Inflammat.50,Depressant.80,Depressant.50,Psychotic.80,Psychotic.50,Hypertens.80,Hypertens.50,Hypnotic.80,Hypnotic.50,Neoplastic.80,Neoplastic.50,Infective.80,Infective.50
1,17.01,0.32,1.69,9.86,0,0,0,0,0,0,407.43,0.07816092,46,30,50,34,2,0,1,21,16,22,5,0,0,0,3,0,0,0,0,0,8,3,34.7826087,47.82608696,10.86956522,0,6.52173913,0,5,7,28,2,3,0,0,2,3,0,0,2,0,0,0,-0.31590454,105.3939,70.29,70.29,5.10020268,5.2891,433.5492868,109.3882326,16.78552955,455.8471761,190.1996623,327.93,-5.72517228,-6.16519255,-6.33020268,0,0.75,0.83333333,0.83333333,0.5,0.5,0.83333333,1,0.75,0.33333333,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.98,0.35,3.16,10.07,0,0,0,0,0,0,402.46,0.07816092,49,30,53,34,3,0,1,21,19,23,4,2,0,0,1,0,0,0,0,0,7,1,38.7755102,46.93877551,8.16326531,4.08163265,2.04081633,0,5,7,28,2,3,0,0,2,3,0,0,2,0,0,0,-0.34891959,110.4543,75.86,75.86,2.70424558,4.6506,460.7619224,84.80477436,16.78552955,476.3289037,198.593813,339.67,-3.68860874,-3.8890333,-3.93424558,0,1,1,1,0.8,0.5,1,1,0.9,0.5,0.875,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1,18.53,0.34,3.77,10.54,0,0,0,0,0,0,415.55,0.07526882,56,31,60,35,6,0,0,22,25,23,7,1,0,0,0,0,0,0,0,0,8,0,44.64285714,41.07142857,12.5,1.78571429,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.32868719,122.3431,73.03,73.03,4.33876329,3.9713,511.0844605,82.369019,18.01075068,520.5315615,216.7096563,360.45,-5.0779488,-5.44182513,-5.56876329,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.16666667,0.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,17.89,0.35,4.6,9.62,0,0,0,0,0,0,469.45,0.06628788,53,33,55,35,5,3,0,12,20,22,3,3,0,0,5,0,0,0,0,0,11,5,37.73584906,41.50943396,5.66037736,5.66037736,9.43396226,0,3,6,19,2,1,0,0,0,2,1,0,0,0,2,0,0.92178697,107.7115,87.3,87.3,2.58956485,3.2914,535.9534373,204.2675995,54.03225205,508.1561462,211.6377648,396.24,-3.59113012,-3.78008661,-3.81956485,0,1,0.83333333,1,1,0.5,1,1,0.9047619,0.33333333,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,14.67,0.28,2,8.22,0,0,0,0,0,0,452.61,0.07258065,57,32,61,36,7,0,0,21,25,23,6,1,0,1,1,0,0,0,0,1,9,1,43.85964912,40.35087719,10.52631579,1.75438596,1.75438596,0,5,6,27,1,4,0,0,3,2,0,0,1,0,0,0,0.23894479,124.4249,80.79,109.03,4.04906399,4.2997,538.2721917,125.8882737,60.69409384,541.179402,225.1718861,376.67,-4.83170439,-5.16661079,-5.27906399,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,366.55,0.08262108,57,27,59,29,11,1,0,15,30,23,2,2,0,0,0,0,0,0,0,0,4,0,52.63157895,40.35087719,3.50877193,3.50877193,0,0,3,6,17,2,1,0,0,1,2,0,0,2,0,0,0,-0.41882131,109.9105,43.26,43.26,4.47896217,5.8117,522.2594901,54.1555656,18.01075068,504.9003322,210.3034149,357.78,-5.19711784,-5.57501406,-5.70896217,0,0.75,0.83333333,0.83333333,1,0.5,0.83333333,0.5,0.75,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.2,0.21,2.4,7.76,1,0,0,0,1,2,459.57,0.06773619,60,34,64,38,5,3,0,17,26,26,5,2,0,0,1,0,0,0,0,0,8,1,43.33333333,43.33333333,8.33333333,3.33333333,1.66666667,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.75847107,129.7001,66.34,66.34,4.11472918,3.917,563.2373401,90.92461508,0,563.1229236,234.1651326,413.47,-4.8875198,-5.22899272,-5.34472918,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,15.87,0.31,1.86,14.28,0,0,0,0,0,0,466.98,0.07007576,57,33,61,37,4,2,0,17,24,25,4,2,0,0,1,1,0,0,0,1,8,2,42.10526316,43.85964912,7.01754386,3.50877193,3.50877193,0,5,6,29,1,4,0,0,1,4,0,0,0,1,0,0,-0.75116238,126.6224,51.88,51.88,4.94635163,5.2569,550.7810073,76.48847026,0,550.6146179,229.0387778,403.02,-5.59439888,-6.01903405,-6.17635163,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.33333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.2,0.21,0.55,8.02,0,0,0,0,0,0,463.66,0.07007576,62,33,66,37,6,2,0,16,29,25,5,2,0,1,0,0,0,0,0,1,8,0,46.77419355,40.32258065,8.06451613,3.22580645,0,0,5,6,28,1,4,0,0,2,3,0,0,0,1,0,0,-0.75116238,131.9987,64.77,93.01,3.41982815,4.2335,584.5846981,78.31388654,0,578.2392027,240.360329,413.89,-4.29685393,-4.56883674,-4.64982815,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.54,0.33,2.49,13.34,0,0,0,0,0,0,394.57,0.07881773,59,29,62,32,4,2,0,11,30,23,4,2,0,0,0,0,0,0,0,0,6,0,50.84745763,38.98305085,6.77966102,3.38983051,0,0,4,5,23,1,3,0,0,1,3,0,0,0,1,0,0,-0.78519816,115.1309,51.88,51.88,3.91334125,4.269,549.5385327,61.52835699,0,520.0166113,216.4986112,378.32,-4.71634006,-5.03767419,-5.14334125,0,1,1,1,1,1,1,1,1,0.33333333,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
1,11.95,0,0,0,0,0,0,1,0,1,606.91,0.05179704,86,44,91,49,9,2,0,23,42,36,4,3,0,0,0,0,0,0,0,1,8,0,48.8372093,41.86046512,4.65116279,3.48837209,0,0,6,7,35,1,5,0,0,1,5,0,0,0,1,0,0,-0.81335163,172.7845,61.11,61.11,5.76704218,8.4805,0,61.52835699,0,795.9136213,329.5711563,585.16,-6.29198585,-6.79869007,-6.99704218,1,0.5,0.5,0.5,0.6,0.5,0.66666667,1,0.60952381,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.87,0.27,1.57,12.8,0,0,0,0,0,0,446.57,0.07007576,60,33,64,37,4,2,0,17,27,26,4,2,0,0,1,0,0,0,0,0,7,1,45,43.33333333,6.66666667,3.33333333,1.66666667,0,5,6,29,1,4,0,0,1,4,0,0,0,1,0,0,-0.78120888,126.4552,51.88,51.88,4.67835163,4.7975,561.7465144,76.48847026,0,553.6877076,230.2982408,405.11,-5.36659888,-5.76443405,-5.90835163,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.33333333,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,14.56,0.27,1.28,11.29,0,0,0,0,0,0,436.5,0.07258065,54,32,58,36,5,0,0,22,22,24,4,2,0,0,2,0,0,0,0,0,8,2,40.74074074,44.44444444,7.40740741,3.7037037,3.7037037,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.74339949,118.8952,56.32,56.32,4.64100973,5.2565,500.8686689,90.16067553,0,509.8006645,212.3117477,365.68,-5.33485827,-5.72895925,-5.87100973,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.33333333,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,417.6,0.08201058,51,28,54,31,7,2,0,16,23,20,3,3,0,2,0,0,0,0,0,2,8,0,45.09803922,39.21568627,5.88235294,5.88235294,0,0,4,5,21,1,3,0,1,1,2,0,0,1,0,0,0,0.95266614,111.5222,96.52,133.14,1.21156056,2.7737,511.0704993,138.1975729,75.58053063,497.2923588,207.185393,350.33,-2.41982648,-2.47098253,-2.44156056,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
1,9.37,0.18,0.06,4.91,0,0,0,0,0,0,666.99,0.04787234,106,48,112,54,8,2,0,6,58,39,2,7,0,0,0,0,0,0,0,0,9,0,54.71698113,36.79245283,1.88679245,6.60377358,0,0,7,25,38,5,2,1,0,1,5,1,0,2,2,2,0,0.62306022,178.9901,127.21,127.21,3.52426124,4.8994,998.0334301,203.4524843,103.377437,870.2657807,360.0433528,656.17,-4.38562205,-4.66804818,-4.75426124,0,0.75,0.5,0.83333333,0.9,1,0.83333333,1,0.83095238,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.18,0.31,3.38,10.9,0,0,0,0,0,0,483.6,0.06722689,63,35,68,40,4,0,0,17,28,25,7,0,0,0,3,0,0,0,0,0,10,3,44.44444444,39.68253968,11.11111111,0,4.76190476,0,6,8,35,3,4,0,0,2,3,2,0,0,1,0,0,-0.31629127,130.3938,71.76,71.76,6.36678964,5.0171,557.3539459,133.0350005,18.01075068,562.6079734,233.9540875,408.29,-6.8017712,-7.36845016,-7.59678964,0,0.75,0.5,0.83333333,0.7,0.5,0.83333333,1,0.73095238,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.93,0.29,1.98,10.85,0,0,0,0,0,0,466.55,0.06554622,58,35,62,39,6,1,0,28,23,28,4,2,0,0,1,0,0,0,0,0,7,1,39.65517241,48.27586207,6.89655172,3.44827586,1.72413793,0,5,6,29,1,4,0,0,1,4,0,0,1,0,0,0,-0.40133174,131.5077,68.52,68.52,3.84232593,5.0018,558.3581881,102.686738,18.01075068,571.9269103,237.7733239,407.35,-4.65597704,-4.97020963,-5.07232593,0,1,0.83333333,1,0.6,0,1,1,0.77619048,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.05,0.31,4,10.29,1,0,0,0,1,2,418.54,0.07526882,57,31,61,35,6,4,0,11,26,24,4,3,0,0,0,0,0,0,0,0,7,0,45.61403509,42.10526316,7.01754386,5.26315789,0,0,5,6,27,1,4,0,1,1,3,0,0,0,1,0,0,-0.76710136,119.6428,69.36,69.36,2.93618286,1.9123,520.2419845,84.32389929,0,520.8471761,216.8390066,386.77,-3.88575543,-4.10937372,-4.16618286,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,0.875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,18.08,0.33,4.55,8.36,0,0,0,0,0,0,431.55,0.07258065,57,32,61,36,6,0,0,22,25,23,7,2,0,0,0,0,0,0,0,0,9,0,43.85964912,40.35087719,12.28070175,3.50877193,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,0.23894479,122.9594,93.26,93.26,4.00575527,3.8248,539.8909973,125.0523622,60.69409384,530.282392,220.7058984,369.24,-4.79489198,-5.12546751,-5.23575527,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,10.77,0.2,1.17,4.32,0,0,0,0,0,0,445.53,0.07007576,56,33,60,37,6,1,0,22,23,23,7,3,0,0,0,0,0,0,0,0,10,0,41.07142857,41.07142857,12.5,5.35714286,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.29198971,121.3109,111.2,111.2,4.82644374,3.3734,532.6062666,136.8446637,18.01075068,532.8903655,221.7747399,375.39,-5.49247718,-5.90512155,-6.05644374,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,10.98,0.2,0.96,5.1,0,0,0,0,0,0,455.57,0.06773619,59,34,63,38,6,1,0,23,25,25,7,2,0,0,0,0,0,0,0,0,9,0,42.37288136,42.37288136,11.86440678,3.38983051,0,0,5,6,29,1,4,0,0,1,4,0,0,1,0,0,0,-0.33364697,131.4697,98.06,98.06,4.28087102,4.5376,560.4763146,124.0544314,18.01075068,562.807309,234.0357824,398.56,-5.02874037,-5.38682747,-5.51087102,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.11,0.25,-0.78,13.82,0,0,0,0,0,0,358.84,0.09230769,41,26,45,30,1,2,0,21,15,22,2,1,0,0,0,1,0,0,0,1,4,1,36.58536585,53.65853659,4.87804878,2.43902439,2.43902439,0,5,9,28,3,2,0,0,2,3,0,0,3,0,0,0,-0.40775594,105.0662,37.79,37.79,4.34319262,5.0947,391.5868732,43.15567772,18.01075068,427.4252492,178.5513316,300.72,-5.08171373,-5.44603299,-5.57319262,0,0.75,1,1,0.6,0,1,1,0.76428571,0.66666667,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,11.23,0.31,-0.24,9.78,0,0,0,0,0,0,429.49,0.10952381,29,21,31,23,1,2,0,12,8,15,1,2,0,0,0,1,2,0,0,3,6,3,27.5862069,51.72413793,3.44827586,6.89655172,10.34482759,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,0.37781977,89.695,53.09,53.09,4.21712992,4.6249,371.0088867,85.83902088,60.69409384,372.4086379,156.0035401,270.41,-4.97456043,-5.32627342,-5.44712992,0,0.75,1,1,0.4,0,1,1,0.73571429,0.66666667,0.875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,327.83,0.09881423,41,23,43,25,5,2,0,12,18,19,1,2,0,0,0,1,0,0,0,1,4,1,43.90243902,46.34146341,2.43902439,4.87804878,2.43902439,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.36933285,93.0917,42.09,42.09,4.17663151,4.7078,413.471733,54.1555656,18.01075068,407.8903655,170.5452317,301.05,-4.94013679,-5.28779994,-5.40663151,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,8.3,0.16,-1.34,6.88,0,0,0,0,0,0,546.84,0.05512821,86,40,89,43,10,0,0,18,46,32,6,2,0,0,0,0,0,0,0,0,8,0,53.48837209,37.20930233,6.97674419,2.3255814,0,0,4,4,24,0,4,0,0,0,4,0,0,0,0,0,0,-0.41670944,166.4671,65.99,65.99,4.98358031,7.5672,808.2760225,82.95452724,18.01075068,749.5348837,310.5634769,539.84,-5.62604327,-6.0544013,-6.21358031,1,0.5,0.5,0.66666667,0.9,1,0.83333333,1,0.77142857,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.24,0.31,2.16,9.79,0,0,0,0,0,0,420.59,0.07816092,54,30,58,34,5,0,0,21,24,22,6,1,0,1,0,0,0,0,0,1,8,0,44.44444444,40.74074074,11.11111111,1.85185185,0,0,5,6,27,1,4,0,0,3,2,0,0,1,0,0,0,-0.31590454,119.514,69.79,98.03,3.72820486,4.5548,502.3902314,79.2447051,18.01075068,514.8504983,214.3813518,353.3,-4.55897413,-4.86179462,-4.95820486,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1,15.15,0.29,3.32,6.65,0,0,0,0,0,0,451.61,0.07258065,57,32,61,36,7,0,0,21,25,22,7,2,0,1,0,0,0,0,0,1,10,0,43.85964912,38.59649123,12.28070175,3.50877193,0,0,5,6,27,1,4,0,0,3,2,0,0,1,0,0,0,0.26991977,123.5909,102.91,131.15,3.0528675,3.8324,545.2345293,138.7135778,60.69409384,541.179402,225.1718861,373.09,-3.98493738,-4.22022413,-4.2828675,0,1,0.66666667,1,0.8,0.5,1,1,0.85238095,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,15.14,0.28,2.44,6.73,0,0,0,0,0,0,310.4,0.1027668,41,23,44,26,3,0,0,16,18,16,6,1,0,0,0,0,0,0,0,0,7,0,43.90243902,39.02439024,14.63414634,2.43902439,0,0,4,5,22,1,3,0,0,2,2,0,0,1,0,0,0,-0.24064481,89.9864,69.79,69.79,3.31094013,1.4922,373.7475708,79.12218299,18.01075068,379.5847176,158.9445564,259.53,-4.20429911,-4.46539312,-4.54094013,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,17.33,0.34,5.48,8.5,0,0,0,0,0,0,484.68,0.06417112,66,34,68,36,8,4,0,11,32,25,4,4,0,1,0,0,0,0,0,1,9,0,48.48484848,37.87878788,6.06060606,6.06060606,0,0,3,4,18,1,2,0,0,1,1,1,0,0,0,1,0,0.20581834,132.3669,98.82,127.06,2.40349881,2.6443,666.8365076,142.6047931,36.02150137,617.2425249,256.3452971,456.09,-3.43297399,-3.60332387,-3.63349881,0,1,0.83333333,1,1,1,1,1,0.97619048,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.5,0.37,5.61,15.2,0,0,0,0,0,0,552.62,0.06116643,63,38,68,43,3,2,0,17,25,26,4,2,0,1,5,0,0,0,0,1,12,5,39.68253968,41.26984127,6.34920635,3.17460317,7.93650794,0,6,9,34,3,3,0,0,3,2,1,1,0,0,1,1,-0.29597964,132.7852,67.23,75.61,5.74892374,6.1618,576.8890063,153.700084,16.40499744,588.7873754,244.6833506,440.82,-6.27658518,-6.78147756,-6.97892374,1,0.5,0.5,0.66666667,0.6,0.5,0.66666667,1,0.63333333,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.5,0.37,5.61,15.2,0,0,0,0,0,0,552.62,0.06116643,63,38,68,43,3,2,0,17,25,26,4,2,0,1,5,0,0,0,0,1,12,5,39.68253968,41.26984127,6.34920635,3.17460317,7.93650794,0,6,9,34,3,3,0,0,3,2,1,1,0,0,1,1,-0.29597964,132.7852,67.23,75.61,5.74892374,6.1618,576.8890063,153.700084,16.40499744,588.7873754,244.6833506,440.82,-6.27658518,-6.78147756,-6.97892374,1,0.5,0.5,0.66666667,0.6,0.5,0.66666667,1,0.63333333,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.98,0.27,0.85,13.14,0,0,0,0,0,0,477.65,0.06349206,67,36,71,40,6,1,0,24,31,31,3,2,0,0,0,0,0,0,0,0,5,0,46.26865672,46.26865672,4.47761194,2.98507463,0,0,5,5,30,0,5,0,0,0,5,0,0,0,0,0,0,-0.46532753,144.6467,54.46,54.46,3.81559803,5.1307,628.862708,74.06540905,18.01075068,629.7840532,261.4852677,455.72,-4.63325832,-4.94481813,-5.04559803,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.48,0.32,0.38,14.93,0,0,0,0,0,0,358.52,0.08262108,53,27,55,29,6,1,0,18,26,24,2,1,0,0,0,0,0,0,0,0,3,0,49.05660377,45.28301887,3.77358491,1.88679245,0,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.45545413,110.2506,41.99,41.99,3.9668158,5.161,512.5337731,59.94120726,18.01075068,497.1262459,207.1173139,358.37,-4.76179343,-5.08847501,-5.1968158,0,1,1,1,0.8,0.5,1,1,0.9,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,466.46,0.06628788,53,33,55,35,4,1,0,18,20,24,2,1,0,0,6,0,0,0,0,0,9,6,37.73584906,45.28301887,3.77358491,1.88679245,11.32075472,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.32203621,112.4558,41.99,41.99,5.11603711,6.0639,535.8271368,149.7018869,18.01075068,514.6677741,214.3064648,394.79,-5.73863155,-6.18023526,-6.34603711,0,0.75,0.66666667,0.83333333,0.7,0.5,0.83333333,1,0.7547619,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.48,0.24,-0.1,9.12,0,0,0,0,0,0,454.4,0.06854839,48,32,50,34,4,1,0,18,16,22,2,2,0,0,6,0,0,0,0,0,10,6,33.33333333,45.83333333,4.16666667,4.16666667,12.5,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,0.26991977,104.7936,62.22,62.22,3.90263065,4.639,502.0045615,192.3852301,60.69409384,477.6079734,199.1180219,368.98,-4.70723606,-5.02749912,-5.13263065,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,17.24,0.33,2.56,11.36,0,0,0,0,0,0,369.88,0.08615385,46,26,48,28,6,1,0,17,20,20,3,2,0,0,0,1,0,0,0,1,6,1,43.47826087,43.47826087,6.52173913,4.34782609,2.17391304,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,-0.3317137,102.3911,56.15,56.15,3.41651219,3.5431,469.3213423,70.94109515,18.01075068,457.3089701,190.7987582,326.81,-4.29403537,-4.56568658,-4.64651219,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,438.4,0.07096774,47,31,49,33,4,1,0,18,16,22,2,1,0,0,6,0,0,0,0,0,9,6,34.04255319,46.80851064,4.25531915,2.12765957,12.76595745,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.29672464,103.3803,41.99,41.99,4.71046108,5.1845,473.6268521,149.7018869,18.01075068,467.8571429,195.1217799,360.19,-5.39389192,-5.79493803,-5.94046108,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.5,0.875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,13.36,0.26,0.2,10.7,0,0,0,0,0,0,439.39,0.07096774,46,31,48,33,4,1,0,18,15,21,3,1,0,0,6,0,0,0,0,0,10,6,32.60869565,45.65217391,6.52173913,2.17391304,13.04347826,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.26476208,100.8514,54.88,54.88,3.96298536,4.4624,468.3073773,166.4874164,18.01075068,461.0299003,192.3237296,353.89,-4.75853756,-5.0848361,-5.19298536,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,452.43,0.06854839,50,32,52,34,4,1,0,18,18,23,2,1,0,0,6,0,0,0,0,0,9,6,36,46,4,2,12,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.30974979,107.9548,41.99,41.99,4.91480944,5.647,503.4597286,149.7018869,18.01075068,491.2624585,204.7141223,377.49,-5.56758802,-5.98906897,-6.14480944,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,384.26,0.0942029,35,24,37,26,4,2,0,17,11,15,3,3,0,1,0,2,0,0,0,3,9,2,31.42857143,42.85714286,8.57142857,8.57142857,5.71428571,0,3,3,17,0,3,0,0,1,2,0,0,0,0,0,0,-0.17742472,91.6336,85.09,93.47,3.68019157,3.7698,405.6510611,106.8341967,16.40499744,404.6677741,169.2244976,285.46,-4.51816283,-4.81618199,-4.91019157,0,1,1,1,0.4,0,1,1,0.77142857,0.16666667,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
0,13.25,0.26,1.16,9.72,0,0,0,0,0,0,372.88,0.08615385,47,26,49,28,6,2,0,12,21,20,2,3,0,0,0,1,0,0,0,1,6,1,44.68085106,42.55319149,4.25531915,6.38297872,2.12765957,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.3317137,103.7008,54.56,54.56,3.0721318,3.5014,474.5636691,68.27976738,18.01075068,457.6245847,190.9281085,338.14,-4.00131203,-4.23852521,-4.3021318,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0
1,16.86,0.31,2.11,8.58,0,0,0,0,0,0,349.4,0.08923077,42,26,45,29,4,0,0,22,16,19,5,1,0,0,1,0,0,0,0,0,7,1,38.0952381,45.23809524,11.9047619,2.38095238,2.38095238,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,-0.29369258,97.356,68.62,68.62,4.26443922,3.1855,405.9356361,76.07154558,16.78552955,414.717608,173.343282,287.68,-5.01477333,-5.37121725,-5.49443922,0,0.75,1,1,0.6,0,1,1,0.76428571,0.16666667,0.875,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1
0,12.36,0.23,1.68,7.42,0,0,0,0,0,0,418.55,0.07526882,57,31,61,35,4,2,0,16,26,23,6,2,0,0,0,0,0,0,0,0,8,0,45.61403509,40.35087719,10.52631579,3.50877193,0,0,5,6,28,1,4,0,0,2,3,0,0,0,1,0,0,-0.73513881,118.9299,69.7,69.7,3.06471725,2.8868,520.9955909,78.31388654,0,520.8471761,216.8390066,371.78,-3.99500966,-4.23148139,-4.29471725,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,494.13,0.07258065,60,32,64,36,6,3,0,11,28,23,3,3,0,2,0,1,0,0,0,3,9,1,46.66666667,38.33333333,5,5,1.66666667,0,5,8,28,3,3,0,0,3,1,1,1,0,0,1,1,0.23894479,129.0201,78.51,115.13,3.09693801,4.1695,573.6918823,106.9979411,34.41574813,576.9435216,239.8293121,418.62,-4.02239731,-4.26209111,-4.32693801,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.73,0.27,2.54,8.9,0,0,0,0,0,0,433.53,0.07056452,56,32,59,35,6,3,0,17,24,24,5,2,0,0,1,0,0,0,0,0,8,1,42.85714286,42.85714286,8.92857143,3.57142857,1.78571429,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,-0.34072476,121.509,73.97,73.97,3.70598844,3.5001,544.4609073,105.8110519,18.01075068,534.3521595,222.3738359,391.23,-4.54009017,-4.84068902,-4.93598844,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
