Actividad_500	MW	GD	nAT	nSK	nBT	nBO	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nStructures	totalcharge	nCIC	nCIR	TRS	Rbrid	NRS	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	Hy	AMR	TPSA(NO)	TPSA(Tot)	MLOGP	ALOGP	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	BLTF96	BLTD48	BLTA96	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50
1	45194	739	50	29	51	30	8	3	1	6	21	18	3	3	0	1	3	1	0	0	0	2	11	4	42	36	6	6	8	1	0	2	2	10	0	2	0	1	0	1	0	0	0	0	0	0	3645	1018588	10426	11264	21508	39432	5.415.116	1798133	328972	4956478	2065114	3798	-32181	-33632	-33808	0	1	8333	1	1	1	1	1	9762	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	38937	794	42	28	44	30	3	2	1	12	14	18	5	2	0	0	3	0	0	0	0	0	10	3	333333	428571	119048	47619	71429	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	10234	914649	11339	11339	19553	23146	4.444.138	1965635	509079	4249502	177537	32547	-3052	-31775	-31853	0	1	1	1	6	5	1	1	8714	5	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1
1	46352	66	57	34	60	37	5	3	0	18	23	26	3	3	0	0	2	0	0	0	0	0	8	2	403509	45614	52632	52632	35088	1	0	4	7	25	2	2	0	0	0	3	1	0	0	0	2	0	1766	1230345	7851	7851	34169	35759	563.115	1445008	360215	5535382	230237	41605	-42944	-45661	-46469	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1	51198	642	55	34	57	36	9	3	0	18	21	24	1	4	0	1	3	1	0	0	0	2	10	4	381818	436364	18182	72727	72727	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-3045	1239002	7468	8306	51546	69371	5.925.617	1585401	426833	5660631	2353701	42567	-57714	-62169	-63846	1	5	6667	5	6	5	6667	1	6333	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	36064	892	66	26	69	29	4	1	0	0	40	24	0	2	0	0	0	0	0	0	0	0	2	0	606061	363636	0	30303	0	1	0	4	10	23	3	1	0	0	1	3	0	0	1	2	0	0	-4838	1060118	373	373	57105	63956	5.847.011	678283	426833	5199668	2164782	38926	-62439	-6745	-69405	0	75	8333	8333	7	5	8333	1	7786	5	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46444	736	53	30	55	32	8	2	0	18	23	23	1	3	0	1	0	2	0	0	0	3	7	2	433962	433962	18868	56604	37736	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-3489	1237177	5761	6599	48961	66063	5.768.729	885149	426833	5516113	2294473	39922	-55517	-59713	-61261	0	75	6667	1	8	5	1	1	8167	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	44545	767	54	28	55	29	9	2	0	12	26	20	2	3	0	1	0	2	0	0	0	3	8	2	481481	37037	37037	55556	37037	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-2878	1172778	6085	6923	36969	50265	5.836.422	916392	426833	5374419	2236401	3895	-45324	-48321	-49269	0	1	1	8333	1	1	1	1	9762	1667	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	50952	688	57	31	58	32	10	4	0	12	26	20	2	5	0	2	0	2	0	0	0	4	11	2	45614	350877	35088	87719	35088	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-2328	1259194	9499	11175	28283	46013	6.309.508	1343464	426833	584103	2427635	42559	-3794	-40068	-40583	0	75	6667	6667	9	5	8333	1	7595	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	41739	831	48	26	49	27	8	2	0	12	22	18	2	3	0	1	0	2	0	0	0	3	8	2	458333	375	41667	625	41667	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	10121	1072085	8363	9201	32551	40588	5.259.957	121412	755805	4906312	2044554	3549	-41569	-44124	-44851	0	1	1	1	1	5	1	1	9286	1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	53356	639	65	35	68	38	9	2	0	18	30	27	2	3	0	1	0	2	0	0	0	3	8	2	461538	415385	30769	46154	30769	1	0	4	5	24	1	3	0	0	0	4	0	0	0	1	0	0	-373	1451996	6085	6923	45158	66847	6.649.559	916392	426833	6437708	2672175	46706	-52284	-561	-57458	1	5	6667	6667	7	5	8333	1	6952	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48552	71	61	31	63	33	9	2	0	12	30	23	2	3	0	1	0	2	0	0	0	3	8	2	491803	377049	32787	4918	32787	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-3287	129419	6085	6923	39385	59437	6.257.488	916392	426833	5896179	2450237	42904	-47378	-50616	-51685	0	1	8333	8333	1	1	1	1	9524	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46844	736	53	30	55	32	9	2	0	17	23	21	3	3	0	1	0	2	0	0	0	3	9	2	433962	396226	56604	56604	37736	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2829	1219318	7543	8381	34102	51863	5.744.225	1051779	426833	5450997	2267786	38926	-42887	-45597	-46402	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52153	685	58	32	60	34	9	4	0	12	26	21	2	5	0	2	0	2	0	0	0	4	11	2	448276	362069	34483	86207	34483	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2478	1288158	9499	11175	26511	44823	620.904	1343464	426833	5894684	2449625	43053	-36434	-38385	-38811	0	75	8333	6667	9	5	8333	1	7833	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50054	685	63	32	65	34	9	2	0	12	31	23	3	3	0	1	0	2	0	0	0	3	9	2	492063	365079	47619	47619	31746	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-3097	1333279	6409	7247	31666	49838	6.456.484	947635	426833	606196	251818	44004	-40816	-43283	-43966	0	75	8333	6667	9	1	8333	1	8548	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46844	736	53	30	55	32	9	2	0	17	23	21	3	3	0	1	0	2	0	0	0	3	9	2	433962	396226	56604	56604	37736	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2829	1211992	7543	8381	34102	46295	5.738.099	1053004	426833	5450997	2267786	38926	-42887	-45597	-46402	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	46943	736	52	30	54	32	9	2	0	17	22	20	4	3	0	1	0	2	0	0	0	3	10	2	423077	384615	76923	57692	38462	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2499	1217951	8832	967	32483	47189	5.697.156	1217183	426833	5382724	2239805	38296	-4151	-44058	-44783	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48749	71	59	31	61	33	9	2	0	12	28	22	2	4	0	1	0	2	0	0	0	3	9	2	474576	372881	33898	67797	33898	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-2967	1263523	7008	7846	29589	47142	6.147.877	1026391	426833	5759635	2394276	42053	-39051	-4131	-41889	0	1	8333	8333	1	1	1	1	9524	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46943	736	52	30	54	32	9	2	0	17	22	20	4	3	0	1	0	2	0	0	0	3	10	2	423077	384615	76923	57692	38462	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2499	1211379	8832	967	40603	45023	569.103	1219634	426833	5382724	2239805	38296	-48412	-51772	-52903	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	47042	736	51	30	53	32	9	2	0	17	21	19	5	3	0	1	0	2	0	0	0	3	11	2	411765	372549	98039	58824	39216	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2169	1220113	10121	10959	39051	41956	5.650.087	1382588	426833	5314452	2211825	37666	-47094	-50299	-51351	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	46943	736	52	30	54	32	9	2	0	17	22	20	4	3	0	1	0	2	0	0	0	3	10	2	423077	384615	76923	57692	38462	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2499	1208604	8832	967	32483	45366	5.697.156	1218409	426833	5382724	2239805	38296	-4151	-44058	-44783	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	47042	736	51	30	53	32	9	2	0	17	21	19	5	3	0	1	0	2	0	0	0	3	11	2	411765	372549	98039	58824	39216	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2169	1217338	10121	10959	39051	45917	5.650.087	1383814	426833	5314452	2211825	37666	-47094	-50299	-51351	0	1	8333	8333	8	5	1	1	8524	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	54652	619	61	36	64	39	10	2	0	23	25	25	5	3	0	1	0	2	0	0	0	3	11	2	409836	409836	81967	4918	32787	1	0	4	4	23	0	4	0	0	1	3	0	0	0	0	0	0	-2999	143998	10121	10959	49495	62117	6.563.693	1383814	426833	6324086	2625609	44928	-5597	-6022	-61795	1	5	5	6667	7	5	8333	1	6714	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5135	663	59	33	61	35	10	2	0	17	26	21	6	3	0	1	0	2	0	0	0	3	12	2	440678	355932	101695	50847	33898	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2319	1360764	10445	11283	40058	52749	6.370.618	1415057	426833	5948339	2471614	42226	-47949	-51255	-52358	0	75	5	6667	7	5	8333	1	7071	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54652	619	61	36	64	39	10	2	0	23	25	25	5	3	0	1	0	2	0	0	0	3	11	2	409836	409836	81967	4918	32787	1	0	4	4	23	0	4	0	0	1	3	0	0	0	0	0	0	-2999	1466247	10121	10959	49495	61207	6.563.693	1382588	426833	6324086	2625609	44928	-5597	-6022	-61795	1	5	5	6667	7	5	8333	1	6714	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5135	663	59	33	61	35	10	2	0	17	26	21	6	3	0	1	0	2	0	0	0	3	12	2	440678	355932	101695	50847	33898	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2319	1359132	10445	11283	40058	48995	6.370.618	1413831	426833	5948339	2471614	42226	-47949	-51255	-52358	0	75	5	6667	7	5	8333	1	7071	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	55153	603	64	36	66	38	11	3	0	18	28	26	2	5	0	1	0	2	0	0	0	3	10	2	4375	40625	3125	78125	3125	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	8282	1427875	10694	11532	35161	52338	7.048.356	1743539	1033774	6507641	2700837	47706	-43786	-46602	-47461	0	75	6667	6667	7	5	6667	5	6357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	55153	603	64	36	66	38	11	3	0	18	28	26	2	5	0	1	0	2	0	0	0	3	10	2	4375	40625	3125	78125	3125	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	8282	1427875	10694	11532	35161	52338	7.048.356	1743539	1033774	6507641	2700837	47706	-43786	-46602	-47461	0	75	6667	6667	7	5	6667	5	6357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5215	642	60	34	62	36	10	3	0	18	26	25	2	4	0	1	0	2	0	0	0	3	9	2	433333	416667	33333	66667	33333	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	2058	136825	8671	9509	40769	57445	6.503.811	1316705	606941	617608	2564951	45097	-48554	-51931	-53069	0	75	6667	6667	7	5	8333	1	731	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	53553	622	63	35	65	37	11	3	0	18	28	26	2	4	0	1	0	2	0	0	0	3	9	2	444444	412698	31746	63492	31746	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	1905	1413742	8671	9509	42752	57793	6.764.579	1316705	606941	6410133	2660874	46827	-50239	-53814	-55052	1	5	6667	6667	7	5	6667	5	6	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54956	603	66	36	68	38	12	3	0	18	30	27	2	4	0	1	0	2	0	0	0	3	9	2	454545	409091	30303	60606	30303	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	176	1459752	8671	9509	44706	62355	7.025.346	1316705	606941	6644186	2756798	48557	-519	-55671	-57006	1	5	6667	6667	7	5	6667	5	6	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47543	713	54	30	55	31	10	3	0	12	24	20	2	5	0	1	0	2	0	0	0	3	10	2	444444	37037	37037	92593	37037	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	9661	1185047	10694	11532	24962	36216	6.071.844	1743539	1033774	5498007	2287052	40444	-35118	-36914	-37262	0	1	6667	8333	1	1	1	1	9286	3333	875	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	4454	767	50	28	51	29	9	3	0	12	22	19	2	4	0	1	0	2	0	0	0	3	9	2	44	38	4	8	4	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	3177	1120599	8671	9509	30366	40332	5.590.206	1316705	606941	5166445	2151166	37835	-39711	-42047	-42666	0	1	1	8333	1	5	1	1	9048	1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	49349	685	58	32	60	34	10	2	0	18	26	24	2	3	0	1	0	2	0	0	0	3	8	2	448276	413793	34483	51724	34483	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	208	1335415	6964	7802	43128	63451	6.201.027	1065256	606941	5915947	2458339	42752	-50559	-54172	-55428	0	75	6667	8333	8	5	1	1	7929	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48749	71	59	31	61	33	10	2	0	12	28	22	2	4	0	1	0	2	0	0	0	3	9	2	474576	372881	33898	67797	33898	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	2569	1254152	7887	8725	33649	47616	6.141.683	1175255	606941	5759635	2394276	42053	-42502	-45167	-45949	0	1	6667	8333	1	1	1	1	9286	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	55756	622	61	35	63	37	11	4	0	18	26	24	2	5	0	2	0	2	0	0	0	4	11	2	42623	393443	32787	81967	32787	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	2472	1404023	10378	12054	34526	5642	6.674.114	1492328	590883	6382558	2649573	46361	-43247	-45999	-46826	0	75	6667	6667	7	5	6667	5	6357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	49549	713	54	30	55	31	10	4	0	12	24	19	2	5	0	2	0	2	0	0	0	4	11	2	444444	351852	37037	92593	37037	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	342	1206247	10378	12054	26095	40654	6.021.275	1492328	590883	5606977	2331712	40829	-3608	-3799	-38395	0	1	6667	8333	1	5	1	1	8571	3333	875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	55553	603	64	36	66	38	13	3	0	17	28	24	4	5	0	1	0	2	0	0	0	3	12	2	4375	375	625	78125	3125	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	2587	140438	11376	12214	25264	39475	6.885.104	159456	606941	6442525	267415	4671	-35374	-37201	-37564	0	75	5	6667	9	5	6667	5	6405	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5415	622	61	35	63	37	12	3	0	17	26	23	4	5	0	1	0	2	0	0	0	3	12	2	42623	377049	65574	81967	32787	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	2756	1355726	11376	12214	2322	38851	6.624.337	159456	606941	6208472	2578226	4498	-33637	-35259	-3552	0	75	5	6667	7	5	6667	5	6119	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	36182	949	37	23	38	24	5	2	0	12	14	15	1	3	0	1	2	1	0	0	0	2	8	3	378378	405405	27027	81081	81081	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-1977	848539	5761	6599	33454	40571	4.176.245	1184351	426833	3893522	1629476	28893	-42336	-44981	-45754	0	1	1	1	8	5	1	1	9	1667	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0
1	55994	622	60	35	62	37	11	3	0	17	25	23	4	4	0	1	0	3	0	0	0	4	12	3	416667	383333	66667	66667	5	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-652	1384582	8474	9312	32654	53599	6.644.951	1018862	0	6314286	2621593	45622	-41656	-44221	-44954	0	75	6667	6667	7	5	6667	5	6357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5956	567	71	39	74	42	14	3	0	17	32	27	4	5	0	1	0	2	0	0	0	3	12	2	450704	380282	56338	70423	28169	1	0	4	4	20	0	4	1	0	1	2	0	0	0	0	0	0	-3069	1524111	10497	11335	31213	49112	7.371.197	1445695	426833	6964286	2887986	50664	-40431	-42853	-43513	0	75	5	6667	9	1	6667	5	7119	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48744	71	55	31	57	33	8	3	0	12	24	21	2	5	0	1	0	2	0	0	0	3	10	2	436364	381818	36364	90909	36364	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2648	1212036	8715	9553	2725	47479	5.929.126	127784	426833	5551661	2309041	40938	-37063	-39088	-3955	0	1	8333	1	1	5	1	1	9048	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48946	688	57	31	58	32	9	3	0	12	26	21	2	5	0	1	0	2	0	0	0	3	10	2	45614	368421	35088	87719	35088	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	2889	1225705	9594	10432	3117	50123	6.367.653	1426704	606941	573206	2382975	42174	-40395	-42812	-4347	0	1	8333	8333	1	1	1	1	9524	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5155	663	61	33	63	35	9	3	0	12	28	23	2	5	0	1	0	2	0	0	0	3	10	2	459016	377049	32787	81967	32787	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	252	1297801	9594	10432	31438	59393	6.465.046	1426704	606941	6019767	2500888	44398	-40623	-43066	-43738	0	75	8333	6667	9	1	8333	1	8548	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54591	642	57	34	59	36	11	3	0	17	23	22	4	4	0	1	0	3	0	0	0	4	12	3	403509	385965	70175	70175	52632	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2461	1335615	9353	10191	30611	5154	6.356.718	1167726	180108	6080233	2525669	43892	-39919	-4228	-42911	0	75	6667	6667	7	5	6667	5	6357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5415	622	61	35	63	37	12	3	0	17	26	23	4	5	0	1	0	2	0	0	0	3	12	2	42623	377049	65574	81967	32787	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	2756	1355726	11376	12214	2322	38851	6.624.337	159456	606941	6208472	2578226	4498	-33637	-35259	-3552	0	75	5	6667	7	5	6667	5	6119	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52946	642	57	34	59	36	11	3	0	17	23	22	4	4	0	1	1	2	0	0	0	3	12	3	403509	385965	70175	70175	52632	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2461	1289731	9353	10191	29577	46951	6.171.037	1317327	180108	5906146	2454322	42978	-3904	-41298	-41877	0	75	6667	6667	7	5	6667	5	6357	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51301	642	57	34	59	36	11	3	0	17	23	22	4	4	0	1	2	1	0	0	0	2	12	3	403509	385965	70175	70175	52632	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	-2461	1243847	9353	10191	28534	42362	5.985.356	1466928	180108	573206	2382975	42064	-38154	-40307	-40834	0	75	6667	6667	7	5	6667	5	6357	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54348	622	59	35	61	37	12	3	0	17	24	21	6	5	0	1	0	2	0	0	0	3	14	2	40678	355932	101695	84746	33898	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	3323	1361072	13954	14792	28849	38473	6.536.326	1925369	606941	6071927	2522265	4372	-38422	-40607	-41149	1	5	5	5	6	5	3333	0	419	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52747	642	58	34	60	36	11	3	0	17	24	22	4	5	0	1	0	2	0	0	0	3	12	2	413793	37931	68966	86207	34483	1	0	3	3	17	0	3	0	0	1	2	0	0	0	0	0	0	2933	1307072	11376	12214	21144	38227	6.363.569	159456	606941	5974419	2482303	4325	-31872	-33287	-33444	0	75	5	6667	7	5	6667	5	6119	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47952	639	58	35	61	38	5	3	0	18	23	26	3	4	0	0	2	0	0	0	0	0	9	2	396552	448276	51724	68966	34483	1	0	4	7	25	2	2	0	0	0	3	1	0	0	0	2	0	82	1242915	9874	9874	26578	29454	5.919.215	1871842	787048	563289	2342332	42484	-36491	-38449	-38878	0	1	8333	1	8	5	1	1	8762	3333	875	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	43045	71	51	31	53	33	5	4	0	12	20	21	4	4	0	0	2	0	0	0	0	0	10	2	392157	411765	78431	78431	39216	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	94	1075871	1111	1111	18259	14957	5.383.488	2037247	787048	4951661	206314	37788	-2942	-30546	-30559	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	43045	71	51	31	53	33	5	4	0	12	20	21	4	4	0	0	2	0	0	0	0	0	10	2	392157	411765	78431	78431	39216	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	94	1075871	1111	1111	18259	14957	5.383.488	2037247	787048	4951661	206314	37788	-2942	-30546	-30559	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	43045	71	51	31	53	33	5	4	0	12	20	21	4	4	0	0	2	0	0	0	0	0	10	2	392157	411765	78431	78431	39216	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	94	1075871	1111	1111	18259	14957	5.383.488	2037247	787048	4951661	206314	37788	-2942	-30546	-30559	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	724	414	106	53	110	57	15	5	0	18	53	42	5	6	0	0	0	0	0	0	0	0	11	0	50	396226	4717	56604	0	1	0	5	6	31	1	4	0	0	0	4	1	0	0	0	1	0	19137	2027485	15822	15822	36614	65967	10.322.956	2430915	1147263	9522591	3936472	71144	-45022	-47983	-48914	1	5	5	5	8	1	3333	0	519	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43045	71	51	31	53	33	5	4	0	12	20	21	4	4	0	0	2	0	0	0	0	0	10	2	392157	411765	78431	78431	39216	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	94	1075871	1111	1111	18259	14957	5.383.488	2037247	787048	4951661	206314	37788	-2942	-30546	-30559	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	43045	71	51	31	53	33	5	4	0	12	20	21	4	4	0	0	2	0	0	0	0	0	10	2	392157	411765	78431	78431	39216	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	94	1075871	1111	1111	18259	14957	5.383.488	2037247	787048	4951661	206314	37788	-2942	-30546	-30559	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	42843	71	49	31	51	33	5	5	0	12	18	21	4	4	0	0	2	0	0	0	0	0	10	2	367347	428571	81633	81633	40816	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	2889	1070639	10794	10794	20214	18922	5.141.728	1861862	360215	4880233	2033866	37524	-31082	-32404	-32514	0	1	1	1	6	0	1	1	8	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	46352	66	57	34	60	37	5	3	0	18	23	26	3	3	0	0	2	0	0	0	0	0	8	2	403509	45614	52632	52632	35088	1	0	4	7	25	2	2	0	0	0	3	1	0	0	0	2	0	1766	1228782	7851	7851	34169	34909	5.635.438	1445008	360215	5535382	230237	41605	-42944	-45661	-46469	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1	43251	688	57	31	58	32	9	3	0	12	26	23	2	4	0	0	2	0	0	0	0	0	8	2	45614	403509	35088	70175	35088	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	225	1109797	845	845	35513	35986	589.742	1523764	360215	5340033	2222309	40548	-44086	-46938	-47813	0	1	1	8333	1	1	1	1	9762	1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	49055	619	60	36	63	39	6	4	0	18	24	27	4	3	0	0	2	0	0	0	0	0	9	2	40	45	66667	5	33333	1	0	4	5	25	1	3	0	0	0	3	1	0	0	0	1	0	176	1298151	9087	9087	38661	38733	6.011.479	1612864	360215	5863787	2436962	44171	-46761	-49927	-50961	0	1	8333	1	6	5	1	1	8476	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46352	66	57	34	60	37	5	3	0	18	23	26	3	3	0	0	2	0	0	0	0	0	8	2	403509	45614	52632	52632	35088	1	0	4	7	25	2	2	0	0	0	3	1	0	0	0	2	0	1766	1228782	7851	7851	34169	34909	5.635.438	1445008	360215	5535382	230237	41605	-42944	-45661	-46469	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1	44448	685	54	32	56	34	5	4	0	12	22	22	4	4	0	0	2	0	0	0	0	0	10	2	407407	407407	74074	74074	37037	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	2699	111003	9882	9882	24468	14353	5.490.506	172525	360215	5185714	2159063	39518	-34697	-36444	-36768	0	1	1	1	1	5	1	1	9286	3333	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0
1	41445	736	50	30	52	32	5	4	0	12	20	21	4	3	0	0	2	0	0	0	0	0	9	2	40	42	8	6	4	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	276	1061738	9087	9087	25743	20412	5.099.711	1610413	360215	4854153	2023177	36909	-35781	-37655	-38043	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
